carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,type,manufacturer,model,engines,seats,engine,arr_delay
US,1032,N561UW,EWR,CLT,75.0,529,6,45,75.02,66.02,73.59,220.0,6.90468,,0.0,1019.9,10.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,Turbo-fan,0.0
MQ,4525,N720MQ,LGA,XNA,194.0,1147,15,35,64.94,24.98,21.81,310.0,9.20624,,0.0,1027.0,10.0,,,,,,,1.0
US,687,N678AW,EWR,CLT,85.0,529,17,30,64.94,39.92,39.79,260.0,12.65858,20.71404,0.0,1012.2,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,15,N703JB,JFK,SFO,336.0,2586,8,53,68.0,53.96,60.77,230.0,4.60312,,0.0,1025.2,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
AA,179,N335AA,JFK,SFO,345.0,2586,10,30,39.2,33.8,80.79,240.0,11.5078,,0.0,,9.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,Turbo-fan,0.0
9E,4033,,LGA,TYS,,647,20,30,80.06,69.08,69.23,340.0,8.05546,,0.0,1002.0,10.0,,,,,,,
UA,1703,N37273,EWR,BOS,35.0,200,17,27,73.94,37.04,26.13,280.0,6.90468,19.56326,0.0,1018.6,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
UA,703,N525UA,JFK,LAX,348.0,2475,11,30,42.98,33.98,70.3,80.0,11.5078,,0.0,1028.8,10.0,,,,,,,0.0
UA,1719,N21723,EWR,CLE,73.0,404,16,44,37.94,12.92,35.33,330.0,12.65858,17.2617,0.0,1021.1,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
MQ,4555,N725MQ,LGA,CMH,76.0,479,20,15,28.04,14.0,55.12,320.0,20.71404,26.46794,0.0,1024.1,10.0,,,,,,,1.0
WN,1141,N208WN,EWR,MDW,107.0,711,12,5,35.06,15.08,43.52,70.0,5.7539,,0.0,1038.2,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
UA,258,N485UA,EWR,AUS,207.0,1504,20,30,,,,,,,,,,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
UA,404,N519UA,EWR,IAH,188.0,1400,12,3,80.6,73.4,79.2,180.0,8.05546,,0.0,,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
UA,303,N597UA,JFK,SFO,405.0,2586,6,0,39.92,33.08,76.32,10.0,4.60312,,0.0,1019.6,9.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
DL,2131,N368NB,LGA,DTW,72.0,502,18,30,75.92,62.06,62.17,40.0,8.05546,,0.0,1015.8,10.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,Turbo-fan,1.0
B6,79,N598JB,JFK,MCO,133.0,944,6,25,37.94,32.0,78.96,0.0,0.0,,0.0,1028.6,9.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
MQ,3134,N517MQ,EWR,ORD,,719,18,25,87.08,66.02,49.66,240.0,13.80936,,0.0,1014.7,10.0,,,,,,,
B6,36,N564JB,JFK,ROC,55.0,264,17,6,33.08,8.06,34.5,300.0,10.35702,,0.0,1032.9,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,833,N586UA,EWR,DEN,218.0,1605,15,29,89.96,66.92,46.77,230.0,20.71404,24.16638,0.0,1008.5,10.0,,,,,,,0.0
EV,4276,N15912,EWR,BDL,26.0,116,21,30,71.06,57.92,63.18,270.0,8.05546,,0.0,1014.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
DL,2143,N376NW,JFK,MIA,180.0,1089,8,0,46.94,30.02,51.55,270.0,35.67418,49.48354,0.0,992.1,10.0,Fixed wing multi engine,AIRBUS,A320-212,2.0,182.0,Turbo-fan,1.0
B6,127,N715JB,EWR,MCO,149.0,937,12,30,42.08,19.04,39.23,300.0,13.80936,,0.0,1019.2,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,523,N559JB,JFK,LAX,331.0,2475,20,49,75.02,69.98,84.34,0.0,0.0,,0.0,1012.7,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
EV,5716,N909EV,JFK,IAD,53.0,228,6,0,39.92,24.98,54.81,280.0,16.11092,23.0156,0.0,1010.0,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
EV,4148,N14558,EWR,BOS,,200,6,49,66.02,60.98,83.79,210.0,17.2617,25.31716,0.0,1010.6,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,
EV,4181,N13133,EWR,MCI,159.0,1092,14,56,48.92,26.96,42.22,350.0,9.20624,,0.0,1015.9,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
UA,1464,N14704,EWR,CLE,59.0,404,20,11,75.2,71.6,88.59,120.0,6.90468,,0.0,,9.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
B6,573,N535JB,EWR,TPA,139.0,997,15,29,87.98,66.02,48.26,220.0,8.05546,18.41248,0.0,998.3,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
9E,3470,N922XJ,JFK,CVG,86.0,589,20,45,71.96,57.92,61.28,170.0,10.35702,,0.0,1020.3,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
UA,1222,N77520,EWR,LAS,306.0,2227,15,20,82.04,59.0,45.6,300.0,10.35702,23.0156,0.0,1014.8,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
MQ,3604,N1EAMQ,EWR,ORD,114.0,719,20,5,55.04,33.08,43.21,360.0,11.5078,,0.0,1025.4,10.0,,,,,,,0.0
9E,3611,N8673D,JFK,PIT,64.0,340,8,5,71.96,69.98,93.49,190.0,11.5078,,0.0,1020.8,0.5,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
EV,4137,N13914,EWR,ATL,123.0,746,6,0,37.94,35.06,89.25,350.0,6.90468,,0.0,1013.0,7.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
UA,1147,N76529,EWR,FLL,141.0,1065,14,50,78.98,51.98,39.05,330.0,17.2617,28.7695,0.0,1009.3,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
UA,1671,N76503,EWR,FLL,158.0,1065,6,0,30.92,21.02,66.34,210.0,10.35702,,0.0,1026.3,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
B6,2580,N334JB,EWR,BOS,41.0,200,17,15,69.08,51.98,54.45,110.0,8.05546,16.11092,0.0,1021.8,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
UA,306,N489UA,EWR,PBI,166.0,1023,8,50,39.02,32.0,75.69,220.0,9.20624,,0.0,1016.5,7.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
EV,4414,N15986,EWR,STL,130.0,872,21,14,51.98,28.04,39.4,40.0,10.35702,,0.0,1022.3,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
MQ,3052,N504MQ,JFK,TPA,139.0,1005,7,50,37.94,15.98,40.39,20.0,16.11092,,0.0,1036.3,10.0,,,,,,,0.0
B6,643,N615JB,EWR,PBI,146.0,1023,11,12,41.0,30.92,67.09,240.0,12.65858,,0.0,1016.8,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
B6,423,N571JB,JFK,LAX,308.0,2475,16,35,77.0,51.98,41.69,180.0,11.5078,,0.0,1021.3,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
US,2124,N959UW,LGA,BOS,38.0,184,11,0,66.92,42.08,40.39,310.0,10.35702,,0.0,1016.9,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
US,2136,N961UW,LGA,BOS,32.0,184,17,0,77.0,51.08,40.33,170.0,13.80936,,0.0,1023.8,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
B6,518,N339JB,JFK,BOS,45.0,187,10,17,73.94,60.08,61.92,230.0,12.65858,,0.0,1020.8,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
AA,21,N329AA,JFK,LAX,317.0,2475,19,10,60.08,46.04,59.72,190.0,19.56326,,0.0,1018.0,10.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,Turbo-fan,0.0
EV,4419,N27190,EWR,XNA,149.0,1131,8,40,62.06,55.94,80.34,20.0,11.5078,,0.0,1017.2,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
B6,525,N639JB,JFK,TPA,149.0,1005,6,35,39.92,24.98,54.81,320.0,21.86482,34.5234,0.0,1016.5,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,199,N585JB,JFK,LAS,311.0,2248,21,40,66.02,59.0,78.08,0.0,0.0,,0.0,1019.0,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
9E,3969,N8532G,JFK,BWI,38.0,184,14,35,68.0,62.96,83.91,140.0,6.90468,,0.11,1013.4,6.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
EV,5486,N753EV,LGA,PIT,65.0,335,16,10,51.8,48.2,89.22,170.0,16.11092,,0.0,,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2C10,2.0,80.0,Turbo-fan,1.0
UA,1627,N76514,EWR,PBI,144.0,1023,7,5,53.06,44.06,71.4,270.0,5.7539,,0.0,1017.6,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
B6,133,N638JB,JFK,RSW,164.0,1074,15,38,66.02,26.96,22.8,280.0,24.16638,,0.0,1006.0,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
EV,4162,N27190,EWR,BTV,45.0,266,21,59,41.0,24.98,52.56,10.0,8.05546,,0.0,1033.5,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
9E,3525,N907XJ,LGA,SYR,40.0,198,21,59,37.04,23.0,56.48,290.0,26.46794,42.57886,0.0,1003.2,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,1.0
B6,27,N633JB,EWR,MCO,113.0,937,6,0,69.98,64.94,84.04,230.0,10.35702,,0.0,1016.3,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
US,2181,N769US,LGA,DCA,41.0,214,13,0,68.0,39.92,35.79,40.0,4.60312,,0.0,1023.3,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2.0,179.0,Turbo-fan,0.0
WN,2963,N765SW,LGA,MDW,117.0,725,13,45,32.0,6.98,34.31,260.0,18.41248,31.07106,0.0,1010.4,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,0.0
US,1775,N949UW,LGA,PHL,32.0,96,15,35,55.04,51.08,86.47,170.0,6.90468,,0.0,1015.4,8.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
AA,711,N3AFAA,LGA,DFW,205.0,1389,6,35,37.04,21.92,53.97,350.0,11.5078,19.56326,0.0,1024.0,10.0,,,,,,,0.0
DL,1429,N649DL,JFK,LAS,306.0,2248,8,10,46.04,30.92,55.32,100.0,18.41248,,0.0,1038.4,10.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,Turbo-fan,0.0
EV,4388,N13118,EWR,JAX,121.0,820,9,0,66.2,60.8,82.74,320.0,19.56326,26.46794,0.0,,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,1.0
WN,1404,N8303R,LGA,STL,127.0,888,6,30,46.94,42.8,87.19,320.0,18.41248,,0.0,,10.0,Fixed wing multi engine,BOEING,737-8H4,2.0,140.0,Turbo-fan,0.0
US,409,N660AW,EWR,CLT,96.0,529,8,20,50.0,46.04,86.19,330.0,12.65858,,0.02,1015.9,6.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,1.0
AA,1901,N3DJAA,JFK,IAH,182.0,1417,17,35,87.08,69.08,55.19,160.0,9.20624,,0.0,1019.0,10.0,,,,,,,1.0
UA,1547,N36207,EWR,FLL,142.0,1065,7,44,53.96,33.98,46.6,30.0,5.7539,,0.0,1030.2,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
UA,1143,N36272,EWR,PBI,151.0,1023,11,22,50.0,32.0,49.81,250.0,9.20624,,0.0,1001.4,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
9E,4220,N8938A,JFK,RDU,74.0,427,8,30,55.94,55.4,100.0,180.0,20.71404,,0.0,,0.12,Fixed wing multi engine,BOMBARDIER INC,CL-600-2B19,2.0,55.0,Turbo-fan,0.0
EV,5716,N827AS,JFK,IAD,51.0,228,6,0,41.0,37.04,85.67,230.0,8.05546,,0.0,1003.2,9.0,Fixed wing multi engine,CANADAIR,CL-600-2B19,2.0,55.0,Turbo-fan,1.0
MQ,3689,N507MQ,LGA,DTW,80.0,502,10,50,44.06,15.08,30.65,250.0,18.41248,23.0156,0.0,1023.6,10.0,,,,,,,0.0
EV,4118,N11189,EWR,DTW,77.0,488,12,23,57.02,39.92,52.7,,6.90468,,0.0,1024.9,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
DL,1429,N6711M,JFK,LAS,294.0,2248,8,10,55.4,51.8,87.65,10.0,10.35702,,0.0,,10.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,Turbo-fan,0.0
DL,807,N368NB,EWR,ATL,109.0,746,7,45,78.08,66.92,68.59,230.0,6.90468,,0.0,1019.9,10.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,Turbo-fan,1.0
B6,707,N821JB,JFK,SJU,195.0,1598,22,20,66.92,62.96,87.1,180.0,9.20624,,0.0,1014.0,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,709,N590JB,JFK,SJU,212.0,1598,5,45,33.98,10.04,36.37,280.0,12.65858,,0.0,1014.8,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
DL,1865,N723TW,JFK,SFO,349.0,2586,7,0,60.8,57.2,89.61,10.0,3.45234,,0.0,,7.0,Fixed wing multi engine,BOEING,757-231,2.0,178.0,Turbo-fan,0.0
US,2071,N709UW,LGA,CLT,82.0,544,8,45,69.08,55.04,60.91,310.0,13.80936,,0.0,1015.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A319-112,2.0,179.0,Turbo-fan,0.0
AA,717,N3EWAA,LGA,DFW,212.0,1389,8,35,19.04,8.96,64.28,330.0,12.65858,,0.0,1020.8,10.0,,,,,,,0.0
AA,1691,N489AA,EWR,DFW,,1372,19,30,24.8,19.94,83.96,350.0,11.5078,,0.0,,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,Turbo-fan,
EV,4099,N22909,EWR,STL,123.0,872,6,59,69.98,64.94,84.04,230.0,10.35702,,0.0,1016.3,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
B6,63,N531JB,JFK,SEA,331.0,2422,9,1,77.0,71.96,84.46,230.0,12.65858,,0.0,1011.3,10.0,Fixed wing single engine,BARKER JACK L,ZODIAC 601HDS,1.0,2.0,Reciprocating,0.0
B6,161,N715JB,JFK,SMF,340.0,2521,19,32,37.04,26.06,64.46,60.0,8.05546,,0.0,,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,117,N323JB,JFK,MSY,170.0,1182,6,45,62.96,53.06,70.07,270.0,3.45234,,0.0,1008.1,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,0.0
VX,165,N639VA,EWR,LAX,343.0,2454,13,0,71.96,64.94,78.57,40.0,5.7539,,0.0,1007.4,10.0,Fixed wing multi engine,AIRBUS,A320-214,2.0,182.0,Turbo-fan,1.0
DL,1435,N905DL,LGA,TPA,160.0,1010,19,40,60.98,19.94,20.27,260.0,21.86482,31.07106,0.0,1009.4,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
EV,4104,N14558,EWR,BNA,120.0,748,13,25,35.06,15.98,45.26,260.0,14.96014,,0.0,1021.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
FL,346,N974AT,LGA,ATL,117.0,762,8,10,51.08,37.94,60.6,40.0,5.7539,,0.0,1008.2,10.0,Fixed wing multi engine,BOEING,717-200,2.0,100.0,Turbo-fan,0.0
DL,2159,N992DL,JFK,MCO,122.0,944,19,10,62.96,53.6,72.38,70.0,19.56326,25.31716,0.0,,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
DL,1465,N711ZX,JFK,SFO,353.0,2586,19,0,71.06,66.02,84.1,180.0,6.90468,,0.0,1007.3,10.0,Fixed wing multi engine,BOEING,757-231,2.0,178.0,Turbo-fan,1.0
DL,2131,N340NB,LGA,DTW,75.0,502,18,30,75.92,46.04,34.61,310.0,6.90468,,0.0,1018.2,10.0,Fixed wing multi engine,AIRBUS,A319-114,2.0,145.0,Turbo-fan,0.0
B6,39,N524JB,JFK,PBI,141.0,1028,20,0,46.04,26.96,47.05,300.0,19.56326,27.61872,0.0,1014.2,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
B6,201,N265JB,JFK,FLL,142.0,1069,19,1,75.02,73.04,93.57,170.0,6.90468,,0.0,1010.0,5.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
AA,2297,N3AVAA,LGA,MIA,161.0,1096,14,55,51.98,33.08,48.34,0.0,0.0,,0.0,1011.9,9.0,,,,,,,1.0
EV,3816,N13969,EWR,CVG,91.0,569,14,6,80.96,51.08,35.4,140.0,11.5078,17.2617,0.0,1018.8,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
US,2140,N958UW,LGA,BOS,54.0,184,19,0,39.92,37.04,89.34,,4.60312,,0.02,,4.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
UA,523,N402UA,EWR,BOS,39.0,200,21,54,55.04,35.06,46.77,260.0,8.05546,,0.0,1017.9,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
B6,727,N760JB,JFK,BQN,191.0,1576,23,59,57.92,51.08,77.92,230.0,5.7539,,0.0,1010.0,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
DL,1435,N906DL,LGA,TPA,138.0,1010,19,30,84.92,66.92,54.9,250.0,13.80936,,0.0,1001.4,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,1.0
WN,1010,N481WN,LGA,MKE,130.0,738,6,55,42.08,30.02,62.04,190.0,4.60312,,0.0,1018.7,10.0,Fixed wing multi engine,BOEING,737-7H4,2.0,140.0,Turbo-fan,1.0
DL,1147,N640DL,LGA,ATL,117.0,762,20,0,48.92,46.94,93.45,0.0,0.0,,0.0,,1.0,Fixed wing multi engine,BOEING,757-232,2.0,178.0,Turbo-fan,1.0
AA,117,N332AA,JFK,LAX,330.0,2475,13,45,51.98,15.98,23.68,240.0,18.41248,,0.0,1022.2,10.0,Fixed wing multi engine,BOEING,767-223,2.0,255.0,Turbo-fan,0.0
UA,421,N537UA,EWR,SFO,346.0,2565,7,31,62.96,48.02,58.12,300.0,12.65858,19.56326,0.0,1010.8,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
B6,883,N623JB,JFK,MCO,133.0,944,9,14,55.4,48.2,77.15,20.0,19.56326,,0.0,,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
B6,3,N640JB,JFK,SJU,190.0,1598,7,5,42.08,35.96,78.74,50.0,4.60312,,0.0,1015.3,9.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
B6,1,N607JB,JFK,FLL,152.0,1069,11,20,48.92,42.08,77.14,150.0,9.20624,,0.0,1024.1,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
EV,4380,N11121,EWR,ATL,103.0,746,9,31,64.04,35.06,33.92,250.0,6.90468,,0.0,1024.0,10.0,Fixed wing multi engine,EMBRAER,EMB-145XR,2.0,55.0,Turbo-fan,0.0
AA,1085,N357AA,JFK,MIA,154.0,1089,9,10,39.02,30.02,69.86,320.0,14.96014,,0.0,1026.5,10.0,Fixed wing multi engine,BOEING,767-323,2.0,330.0,Turbo-fan,1.0
DL,161,N317US,JFK,MIA,178.0,1089,16,0,39.92,30.92,69.96,100.0,14.96014,26.46794,0.0,1022.1,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-211,2.0,182.0,Turbo-jet,1.0
UA,1248,N38727,EWR,BOS,43.0,200,12,39,86.0,71.96,63.01,180.0,13.80936,19.56326,0.0,1023.1,10.0,Fixed wing multi engine,BOEING,737-724,2.0,149.0,Turbo-jet,1.0
EV,5682,N14570,EWR,MKE,109.0,725,15,53,91.94,62.06,37.1,250.0,17.2617,,0.0,1014.9,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
DL,2263,N373NW,LGA,MCO,144.0,950,7,59,33.08,15.08,47.1,270.0,11.5078,,0.0,1027.6,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-212,2.0,182.0,Turbo-fan,0.0
B6,359,N624JB,JFK,BUR,351.0,2465,17,30,33.08,6.98,32.85,260.0,12.65858,,0.0,1023.0,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,1.0
AA,773,N476AA,LGA,DFW,202.0,1389,16,40,41.0,35.96,82.09,60.0,8.05546,,0.0,1024.5,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS,DC-9-82(MD-82),2.0,172.0,Turbo-fan,0.0
EV,4101,N14950,EWR,MEM,152.0,946,8,16,53.06,48.92,85.78,170.0,12.65858,17.2617,0.01,1013.2,7.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
DL,695,N904DL,JFK,MCO,135.0,944,11,5,62.96,46.94,55.8,180.0,8.05546,,0.0,1015.2,10.0,Fixed wing multi engine,MCDONNELL DOUGLAS AIRCRAFT CO,MD-88,2.0,142.0,Turbo-fan,0.0
UA,544,N459UA,LGA,ORD,99.0,733,9,0,80.96,59.0,47.23,320.0,3.45234,,0.0,1021.7,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-232,2.0,200.0,Turbo-fan,0.0
US,894,N566UW,LGA,CLT,84.0,544,17,4,42.08,12.92,30.08,50.0,6.90468,,0.0,1035.0,10.0,Fixed wing multi engine,AIRBUS,A321-231,2.0,379.0,Turbo-fan,1.0
B6,1201,N625JB,JFK,FLL,155.0,1069,20,5,32.0,14.0,46.92,340.0,12.65858,,0.0,1040.1,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
UA,1641,N35260,EWR,MCO,146.0,937,12,53,46.94,21.92,36.85,300.0,14.96014,24.16638,0.0,1026.9,10.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,0.0
AA,1467,N3EVAA,LGA,MIA,168.0,1096,16,20,87.08,62.96,44.63,220.0,9.20624,18.41248,0.0,1008.8,10.0,,,,,,,1.0
UA,1637,N37298,EWR,TPA,160.0,997,18,0,42.98,41.0,93.3,40.0,17.2617,,0.0,,5.0,Fixed wing multi engine,BOEING,737-824,2.0,149.0,Turbo-fan,1.0
UA,1107,N39475,EWR,DEN,229.0,1605,14,54,62.96,30.02,28.77,260.0,12.65858,21.86482,0.0,1022.1,10.0,Fixed wing multi engine,BOEING,737-924ER,2.0,191.0,Turbo-fan,1.0
MQ,4323,N918MQ,JFK,ORF,59.0,290,17,0,46.04,37.94,73.18,320.0,17.2617,26.46794,0.0,1006.9,10.0,,,,,,,1.0
EV,4224,N15980,EWR,MKE,109.0,725,19,1,73.04,42.98,33.92,330.0,16.11092,,0.0,1014.7,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,0.0
UA,389,N508UA,JFK,SFO,370.0,2586,18,30,71.6,68.0,90.06,170.0,16.11092,,0.05,,7.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,1.0
MQ,4626,N517MQ,LGA,CMH,78.0,479,18,10,50.0,41.0,71.07,180.0,14.96014,21.86482,0.0,1016.5,10.0,,,,,,,0.0
WN,3494,N357SW,EWR,MDW,121.0,711,20,30,51.08,41.0,68.28,0.0,0.0,,0.0,1034.0,10.0,Fixed wing multi engine,BOEING,737-3H4,2.0,149.0,Turbo-fan,0.0
US,2120,N953UW,LGA,BOS,36.0,184,9,0,75.92,66.02,73.44,170.0,8.05546,,0.0,,10.0,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2.0,20.0,Turbo-fan,1.0
US,894,N174US,LGA,CLT,80.0,544,17,3,78.08,66.92,68.59,210.0,8.05546,,0.0,1012.1,10.0,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2.0,199.0,Turbo-jet,1.0
9E,2901,N929XJ,JFK,BOS,34.0,187,8,30,35.06,24.08,63.91,360.0,10.35702,,0.0,1021.7,10.0,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2.0,95.0,Turbo-fan,0.0
EV,4119,N26549,EWR,RIC,61.0,277,21,7,44.06,30.92,59.64,,4.60312,,0.0,1014.2,10.0,Fixed wing multi engine,EMBRAER,EMB-145LR,2.0,55.0,Turbo-fan,1.0
UA,297,N569UA,EWR,LAX,314.0,2454,10,0,78.8,73.4,88.67,210.0,6.90468,,0.0,,10.0,Fixed wing multi engine,BOEING,757-222,2.0,178.0,Turbo-jet,0.0
B6,983,N809JB,LGA,TPA,144.0,1010,7,50,53.6,44.96,73.89,70.0,4.60312,,0.0,,10.0,Fixed wing multi engine,AIRBUS,A320-232,2.0,200.0,Turbo-fan,0.0
